,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
974,first flight ryanair düsseldorf weeze pisa since really tall person normally thin seat width legroom okay expected worse recline seat uncomfortable enjoyable sitting two hour aisle space nothing special acceptable tv screen seat pocket seat power supply existent recommend airline get pay rather pay bit healthy back,0.167,0.62,0.213,-0.1828,0.2,0.40326906533070195,negative
975,ryanair randomly allocated seating policy mess airline allows family room ryanair force separately unless pay additional euro person direction creates chaos everyone try swap seat around boarding sat row husband sat row upon disembarking family included easily find turn caused confusion passport line seat typical low budget airline thin uncomfortable recline,0.073,0.694,0.234,-0.8402,0.2,0.07059359344162748,negative
977,flew leeds alicante checked line minute opened wish pre purchase seat paid seat allocated wife seated window seat next window seat opposite row vacant emailed ryan air time suggesting policy changed purposely allocate seat apart pay extra money replied answered seat allocation problem fly uk every week airline,0.052,0.869,0.079,-0.1027,0.1,0.44380345124234605,negative
978,absolutely terrible even aisle seat fit knee behind seat front seat recline either cushion rock hard upholstery slippery slip time far way uncomfortable flying experience ever never use,0.074,0.708,0.218,-0.5984,0.1,0.19295582207378167,negative
979,worst airline ever flown kind customer service deliberately separated person travelling partner recently travelled manchester krakow desite checking earliest possible time outbound flight right back sandwiched two random people partner right front return flight despite empty seat next front partner back supposed random nothing random deliberate foot inch height imagine trying get luggage hold difficult rely partner help course cabin staff available ask embarrassingly ask another passenger assistance apart complaint cant ryanair nice customer splitting people cause disruption boarding unboarding plane result outward flight missed flight slot due passenger taking longer board,0.071,0.758,0.171,-0.8702,0.1,0.05541217549719146,negative
980,flown ryanair good number year forgotten dire experience seat squashed uncomfortable barely move recline seat leg room stretch even look window window seat got back ache holiday uncomfortable flight horrible yellow interior dreadful realise bit comfort travelling worth paying,0.197,0.47,0.333,-0.8316,0.1,0.07494559991903245,negative
981,took two flight ryanair week first warsaw tenerife tenerife linz assigned seat flight seat last corner legroom differ significantly others ryanair aircraft seat recline main problem suppose luggage space row aircraft besides sometimes happens smell toilet cabin example happen second flight linz,0.0,0.913,0.087,-0.4215,0.3,0.2824755832194727,negative
984,adjustable airline seat cause many problem thoughtless passenger reclining seat much almost lying person behind however ryanair legroom far small small person knee seat front last flight guy behind knee constantly jammed back could help seat area plane airline use,0.057,0.758,0.185,-0.7275,0.2,0.12762512018622538,negative
985,seat close uncomfortable cannot move front back must seat like soldier standing still even sort flight feel uncomfortable seat,0.105,0.675,0.219,-0.4019,0.1,0.2923941096098376,negative
991,seat adjustable apart arm inside raising mean squeeze past initial arm sitting pocket back seat front store keep thing visiting toilet advertising every available place sick bag provision little room move tray folded,0.0,0.907,0.093,-0.5106,0.3,0.23738677192449772,negative
993,complete uncomfort seat small could sleep work eat asked move exit row seat since empty one row flight attendant stick rule,0.0,0.917,0.083,-0.2023,0.1,0.3934011436668185,negative
997,uncomfortable seat leg journey personal entertainment facility screen ceiling along middle section sound worked part headset two leg top forced watching prayer arabic option switch rude extremely concerning especially believer partner flew return london johannesburg via cairo christmas would never use airline,0.092,0.737,0.171,-0.6124,0.1,0.1858711603663782,negative
1004,dubai phuket via bangkok flown thai airway happy seems change quality overall service flight bangkok dinner served cold drink hard seat uncomfortable serious lack leg room bottom magazine holder damaged magazine kept sliding tray table arm damaged table listed left anything placed tray table wanting slide flight bangkok dubai tray table arm damaged listed left drink wanted slide magazine holder damaged magazine slid arm rest broken toilet floor wet selection movie poor flight unpleasant experience,0.039,0.662,0.299,-0.9674,0.6,0.006224381357218753,negative
1010,bangkok hong kong seat appears normal however padding incredibly thin especially back seat additionally horizontal bar middle seat contributes pain compared boeing took london bangkok experience terrible would recommend thai airway route,0.066,0.765,0.169,-0.5994,0.2,0.19244977480896713,negative
1013,emergency exit seat beware block closing cannot stretch leg stay hour thigh knee leg right angle acceptable even offer seat pay extra crazy understand seat banned current configuration,0.063,0.601,0.336,-0.8402,0.1,0.07059359344162748,negative
1014,sitting seat row located main entrance legroom ok location exit due fold ptv armrest console handset located side armrest taking almost centimeter seat width console hard edge made painful chair takeoff landing spent hour flight sitting edge seat standing aisle tried change seat possible flight fully booked flight total disaster looking another airline future booking look carefully seat assignment beware exit row seat refurbished cabin ptvs seat suitable even normally built person,0.047,0.847,0.106,-0.6908,0.1,0.1461970548049188,negative
1029,seat uncomfortable needed refurbished hardly cushioning hour spent seat uncomfortable screen work showing route stuck mode another image upside screen front working staff shrugged shoulder moved aisle narrow lean someone seat give way person travelling opposite direction power supply airline take customer granted despite full plane travelling pakistan uk still manage make loss,0.034,0.807,0.16,-0.7579,0.3,0.11224128333586357,negative
1033,know allegiant airline low cost carrier thought pride service flew nyc avl last week made reservation week signed seat wife extended seat suffering spinal sciatica need extra leg room seat extra leg room fact knee right seat front asked steward told changed plane first row extra leg room allegiant tell refund charge suffer flight fly allegiant good question doubtful mainly answered request flight email comment received reply week later,0.067,0.793,0.14,-0.7003,0.4,0.1413896057891807,negative
1037,uncomfortable seat ever displeasure sitting three hour paid leg room nice rear hurt bad lack padding seat ability recline like sitting metal folding chair thin vinyl cushioning,0.193,0.508,0.299,-0.6369,0.3,0.17347300237842214,negative
